,Name,2_March,18_May
3503,Servotech Power,95.25,84.55
3504,Servotech Power,95.25,84.55
3505,Servotech Power,95.25,84.55
3506,Servotech Power,95.25,84.55
3507,Seshachal Tech,0.0,0.0
3508,Seshasayee Paper,336.4,332.7
3509,Setco Automotive,8.45,12.0
3510,Setubandhan Infra,0.8,0.65
3511,Seven Hill Indus,0.85,0.72
3512,Seya Industries,24.1,24.95
3513,SFL,137.95,135.0
3514,SG Finserve,444.95,434.0
3515,SG Mart,553.7,428.75
3516,SGN Telecoms,0.84,0.62
3517,SH Kelkar & Co,213.95,196.0
3518,Shah Alloys,68.2,60.9
3519,Shah Foods,190.3,252.0
3520,Shah Metacorp,4.05,3.9
3521,Shahi Shipping,10.9,9.93
3522,Shahlon Silk,28.22,23.78
3523,Shaily,554.3,674.15
3524,Shaily,554.3,674.15
3525,Shaily,554.3,674.15
3526,Shaily,554.3,674.15
3527,Shakti Press,40.05,32.45
3528,Shakti Pumps,1336.2,2681.1
3529,Shalby,264.9,277.1
3530,Shalibhadra Finance,584.4,625.25
3531,Shalimar Agencies,43.0,42.63
3532,Shalimar Paints,178.05,162.2
3533,Shalimar Productions,0.52,0.52
3534,Shalimar Wires Inds,24.41,24.3
3535,Shamrock Inds Co,10.4,12.13
3536,Shangar Decor,4.43,5.51
3537,Shankar Lal Rampal,135.6,112.45
3538,Shankara Building,738.7,665.45
3539,Shantai Industries,45.58,45.29
3540,Shanti Educational,59.21,85.95
3541,Shanti Gears,530.25,568.1
3542,Shanti Overseas,18.95,16.0
3543,Sharad Fibres,44.24,49.2
3544,Sharanam Infra,0.85,0.57
3545,Sharat Industries,51.96,50.95
3546,Sharda Cropchem,360.2,414.55
3547,Sharda Ispat,333.25,284.0
3548,Sharda Motor,1421.25,1494.7
3549,Shardul Securities,0.0,0.0
3550,Share India,1905.9,1658.15
3551,Sharika Enterprises,11.51,9.75
3552,Sharp India,0.0,0.0
3553,Sharp Investments,0.8,0.72
3554,Sharpline,7.73,7.14
3555,Shashank Traders,20.98,21.97
3556,Shashijit Infra,5.73,6.97
3557,Shashijit Infra,5.73,6.97
3558,Shashijit Infra,5.73,6.97
3559,Shashijit Infra,5.73,6.97
3560,Shaw Construction,57.85,57.85
3561,Sheela Foam,1054.05,931.0
3562,Sheetal Cool Prods,412.35,459.3
3563,Sheetal Diamonds,67.0,
3564,Shekhawati Poly-Yarn,2.15,3.2
3565,Shelter Infra,11.49,11.0
3566,Shemaroo Enter,162.8,157.05
3567,Shervani Industrial,581.3,628.85
3568,Sheshadri Industries,14.98,13.8
3569,Shetron,0.0,0.0
3570,Shilchar Tech,4172.5,5225.0
3571,Shilp Gravures,151.95,178.5
3572,Shilpa Medicare,423.15,501.5
3573,Shipping Corporation,234.3,230.95
3574,ShirpurGold Refinery,4.95,4.95
3575,Shish Industries,121.0,154.0
3576,Shiva Cement,51.11,45.19
3577,Shiva Global Agro,59.91,41.64
3578,Shiva Mills,98.8,96.9
3579,Shiva Texyarn,160.25,153.05
3580,Shivagrico Implement,32.0,26.86
3581,Shivalik Bimetal,562.95,526.15
3582,Shivalik Rasayan,598.0,605.95
3583,Shivam Autotech,46.55,39.65
3584,Shivansh Finserve,6.12,4.95
3585,Shivom Investment,0.42,0.42
3586,Shoppers Stop,737.8,751.15
3587,Shradha AI Tech.,64.0,54.3
3588,Shradha Industries,64.0,54.3
3589,Shradha Infraproject,68.65,85.55
3590,Shradha Infraproject,68.65,85.55
3591,Shradha Infraproject,68.65,85.55
3592,Shradha Infraproject,68.65,85.55
3593,Shree Ajit Pulp,225.7,228.05
3594,Shree Bhavya Fabrics,19.47,22.28
3595,Shree Cement,25636.55,26288.7
3596,Shree Digvijay,107.05,107.45
3597,Shree Ganesh BioTech,1.39,1.2
3598,Shree Ganesh BioTech,1.39,1.2
3599,Shree Ganesh BioTech,1.39,1.2
3600,Shree Ganesh BioTech,1.39,1.2
3601,Shree Ganesh Elasto,22.99,24.95
3602,Shree Ganesh Remedies,693.9,649.95
3603,Shree Global Tradefin Ltd.,38.08,33.45
3604,Shree Hanuman Sugar,6.65,7.07
3605,Shree Hari Chemicals,88.2,76.9
3606,Shree Karthik Papers,12.03,11.0
3607,Shree Manufacturing,14.66,16.61
3608,Shree Metalloys,33.59,36.53
3609,Shree Nidhi Trading,1.56,1.56
3610,Shree Pacetronix,172.0,215.0
3611,Shree Precoated,0.0,0.0
3612,Shree Pushkar Chem,189.6,191.85
3613,Shree Rajeshw. Paper,1.71,1.71
3614,Shree Rama Newsprint,19.3,21.4
3615,Shree Rama Tech,27.75,29.05
3616,Shree Renuka Sugars,46.8,42.85
3617,Shree Securities,0.41,0.36
3618,Shree Securities,0.41,0.36
3619,Shree Securities,0.41,0.36
3620,Shree Securities,0.41,0.36
3621,Shree Steel Wire,38.83,39.55
3622,Shree Vasu Logistics,239.9,210.75
3623,Shreeji Translogst,36.41,30.01
3624,Shreeji Translogst,36.41,30.01
3625,Shreeji Translogst,36.41,30.01
3626,Shreeji Translogst,36.41,30.01
3627,ShreeOswal Seeds,42.0,28.85
3628,ShreeOswal Seeds,42.0,28.85
3629,ShreeOswal Seeds,42.0,28.85
3630,ShreeOswal Seeds,42.0,28.85
3631,Shreeram Proteins,1.35,1.1
3632,Shreeram Proteins,1.35,1.1
3633,Shreeram Proteins,1.35,1.1
3634,Shreeram Proteins,1.35,1.1
3635,Shreevatsaa Finance,20.54,15.02
3636,Shrem,116.0,118.0
3637,Shrenik,1.05,0.95
3638,Shreyans Industries,246.15,240.4
3639,Shreyas Intermediate,10.52,12.82
3640,Shreyas Shipping,269.65,297.45
3641,Shri Bajrang,282.55,297.45
3642,Shri Dinesh Mills,0.0,0.0
3643,Shri Gang Inds,85.87,82.47
3644,Shri Jagdamba Poly,611.5,639.95
3645,Shri Kalyan Holdings,3.13,3.13
3646,Shri Keshav Cements,270.0,187.0
3647,Shri Krishna Devcon,37.1,36.63
3648,Shri Niwas Leasing,18.21,19.12
3649,Shri Vasuprada Plant,100.6,87.6
3650,Shricon Industries,120.05,131.95
3651,Shriram AMC,265.35,287.0
3652,Shriram City Fin,1921.8,1921.8
3653,Shriram Finance,2457.15,2370.45
3654,Shriram Pistons,1699.15,2067.75
3655,Shriram Properties,126.7,118.05
3656,Shrydus Industries,26.28,20.05
3657,Shubham Polyspin,24.43,20.25
3658,Shukra Bullions,24.8,23.85
3659,Shukra Pharma,319.45,120.64
3660,Shyam Century,21.3,18.25
3661,Shyam Metalics,688.5,644.25
3662,Shyam Telecom,12.25,16.7
3663,Shyamkamal Invest,9.28,10.26
3664,SI Capital,30.92,28.5
3665,Sibar Auto Parts,9.88,11.01
3666,Sicagen India,24.35,24.35
3667,Sical Logistics,7.7,7.7
3668,Sical Logistics,7.7,186.5
3669,Sical Logistics,237.45,7.7
3670,Sical Logistics,237.45,186.5
3671,SIDCL,0.0,0.0
3672,Siddha Ventures,10.25,10.61
3673,Siddheswari Garments,13.69,11.59
3674,Siel Financial Serv,16.99,28.15
3675,Siemens,4736.9,7202.15
3676,Sigachi Inds,82.0,69.2
3677,Sigachi Inds,82.0,69.2
3678,Sigachi Inds,82.0,69.2
3679,Sigachi Inds,82.0,69.2
3680,Sigma Solve,417.45,396.5
3681,Signatureglobal Ind.,1391.0,1305.25
3682,Signet Industries,72.35,84.1
3683,Sika Interplant Sys,1579.85,2414.85
3684,Sikko Industries,85.95,77.95
3685,Sikozy Realtors,0.76,1.0
3686,SIL Investments,455.8,499.8
3687,Silgo Retail,26.15,34.4
3688,Silicon Valley Info,0.0,0.0
3689,Silly Monks Enter,17.2,19.7
3690,Silver Oak,78.09,77.75
3691,Silver Pearl Hospit.,9.9,9.12
3692,Silver Touch,703.05,793.5
3693,Silveroak,4.43,2.97
3694,Simbhaoli Sugars,31.8,28.35
3695,Simmonds Marshall,78.43,84.52
3696,Simplex Castings,0.0,0.0
3697,Simplex Infra,102.75,132.6
3698,Simplex Mills Co,2273.0,4137.0
3699,Simplex Mills Co,2273.0,4137.0
3700,Simplex Mills Co,2273.0,4137.0
3701,Simplex Mills Co,2273.0,4137.0
3702,Simplex Papers,1641.5,1551.35
3703,Simplex Papers,1641.5,1551.35
3704,Simplex Papers,1641.5,1551.35
3705,Simplex Papers,1641.5,1551.35
3706,Simplex Realty,165.95,155.0
3707,Sinclairs Hotels,124.6,123.05
3708,Sindhu Trade Links,37.6,23.1
3709,Sindu Valley Tech,18.84,18.84
3710,Singer India,0.0,0.0
3711,Sinnar Bidi Udyog,475.0,389.65
3712,Sintercom India,128.3,131.6
3713,Sintex Industries,2.3,2.3
3714,Sintex Plastics,1.2,1.0
3715,SIP Industries,6.01,6.01
3716,Sir Shadi Lal Entr,360.35,273.1
3717,Sirca Paints India,348.6,318.85
3718,Sirohia & Sons,6.44,5.82
3719,SIS,439.95,424.15
3720,Sita Enterprises,42.0,41.25
3721,Siti Networks,0.75,0.55
3722,Siyaram Silk Mills,496.65,460.65
3723,Sizemasters Technolg,178.6,168.1
3724,SJ Corporation,37.55,39.29
3725,SJS Enterprises,644.95,637.85
3726,SJVN,120.95,134.7
3727,SKF India,4641.25,6168.7
3728,SKIL Infrastructure,8.35,5.45
3729,Skipper,342.7,329.0
3730,SKM Egg Products,259.1,279.05
3731,SKP Securities,104.48,141.5
3732,SKPMIL,40.84,52.1
3733,SKS Textiles,13.05,13.05
3734,Sky Gold,1141.95,1256.05
3735,Sky Industries,87.61,89.7
3736,Skyline Millars,17.79,22.5
3737,Skyline Ventures,8.48,8.48
3738,SM Gold,19.22,18.0
3739,Smart Finsec,15.04,13.2
3740,Smartlink Holdings,171.35,294.05
3741,SMC Global Sec,133.65,166.8
3742,SMIFS Capital,76.55,61.02
3743,Smiths & Founders,5.03,5.27
3744,SML Isuzu,2234.85,2123.6
3745,Smruthi Organics,162.9,171.45
3746,SMS Lifesciences,595.55,661.4
3747,SMS Pharmaceuticals,152.25,207.5
3748,SNL Bearings,357.8,375.55
3749,Snowman Logistics,76.95,67.75
3750,Sobha,1625.7,1831.15
3751,Sobhaygya Mercantile,16.25,36.44
3752,SOFCOM Systems,51.97,33.94
3753,Softrak Venture,11.7,15.43
3754,SoftSol India,294.0,250.0
3755,SoftTech,327.8,344.75
3756,Solar Industries,6847.35,8976.8
3757,Solara Active Pharma,461.95,484.1
3758,Solid Containers,44.0,44.0
3759,Solid Stone Co,35.98,34.36
3760,Solis Marketing,0.5,0.5
3761,Solitaire Machine,76.44,83.49
3762,Som Datt Finance,0.0,0.0
3763,Som Distilleries,275.95,305.9
3764,Soma Papers,40.39,81.66
3765,Soma Textiles,28.95,32.95
3766,Somany Ceramics,663.2,772.9
3767,Somany Home,409.8,398.4
3768,Somi Conveyor,105.5,135.25
3769,Sona Blw Precisi,694.2,613.1
3770,Sonal Adhesives,86.78,75.0
3771,Sonal Mercantile,102.77,98.5
3772,Sonam,83.8,41.55
3773,Sonata Software,822.15,536.15
3774,Soni Medicare,25.05,27.0
3775,SORIL Infra,66.0,66.0
3776,Source Industries,3.34,2.91
3777,Source Natural Foods,98.04,82.98
3778,South Asian Entr,45.3,53.46
3779,South India Paper,0.0,0.0
3780,South Indian Bank,32.15,27.95
3781,Southern Infosys,18.4,16.07
3782,Southern Latex,22.0,30.0
3783,Southern Magnesium,238.3,291.0
3784,Southern Petrochem,88.8,77.15
3785,Sovereign Diamonds,29.37,30.79
3786,SP Apparels,618.65,592.6
3787,SP Capital Fin,37.38,41.51
3788,Space Incubatrics,2.5,1.53
3789,Spacenet Entr,36.8,27.55
3790,Span Divergent,14.91,18.84
3791,Spandana Sphoorty,937.8,810.45
3792,Sparc Electrex,23.57,17.73
3793,Sparkling (India)Fin,28.05,28.05
3794,Speciality Restaurants,226.25,182.7
3795,Spectra Industries,5.28,4.52
3796,Spectrum Foods,54.75,29.7
3797,SPEL Semiconductor,0.0,0.0
3798,Spencer's Retail,113.7,94.6
3799,Spenta International,145.0,137.45
3800,Spice Island Apparel,40.5,
3801,SpiceJet,31.7,31.7
3802,SPL Industries,67.45,60.05
3803,SPML Infra,114.15,139.0
3804,Sportking India,828.65,800.35
3805,Sprayking,248.55,43.0
3806,Sprayking,248.55,43.0
3807,SPS Finquest,67.0,66.84
3808,SPS International,33.25,33.91
3809,SPV Global Trading,13.77,13.77
3810,Square Four,8.5,7.99
3811,Square Four,8.5,7.99
3812,Square Four,8.5,7.99
3813,Square Four,8.5,7.99
3814,SR Industries,2.31,1.34
3815,Sree Jayalakshmi,4.0,6.8
3816,Sree Rayalaseema,534.2,541.3
3817,Sreeleathers,316.55,296.6
3818,SREI Infra Fin,2.1,2.1
3819,Srestha Finvest,1.26,1.18
3820,SRF,2394.7,2275.05
3821,SRG Housing Finance,271.7,272.0
3822,Sri Adhikari TV,3.75,3.75
3823,Sri Amarnath Finance,7.77,7.77
3824,Sri KPR Industries,33.8,35.5
3825,Sri Krishna Const,5.2,5.2
3826,Sri Lakshmi Textile,45.53,52.0
3827,Sri Nachammai Mills,33.5,40.0
3828,Sri Ramakrishna Mill,48.27,57.85
3829,Srikalahasthi Pipes,200.8,200.8
3830,SRM Energy,38.01,25.01
3831,SRSL,0.0,0.0
3832,SRU Steels,10.63,10.28
3833,SSIL,13.89,13.89
3834,SSPDL,18.13,18.9
3835,Stampede Capital,1.7,1.4
3836,Standard Batteries,0.0,0.0
3837,Standard Capital,2.92,1.61
3838,Standard Capital,2.92,1.61
3839,Standard Capital,2.92,1.61
3840,Standard Capital,2.92,1.61
3841,Standard Surfactants,73.13,59.0
3842,Stanpacks India,10.67,12.5
3843,Stanrose Mafatlal,88.59,75.11
3844,Star Cement,210.35,225.55
3845,Star Delta Trans,695.85,992.0
3846,Star Health Insurance,566.75,554.6
3847,Star Paper Mills,242.9,233.75
3848,Starcom Info Tech,71.68,54.86
3849,Starlineps Entr,111.5,112.65
3850,Starlit Power System,4.95,4.27
3851,Starlite Components,2.55,3.18
3852,Starlog Enterprises,0.0,0.0
3853,Starteck Finance,327.5,253.95
3854,STC,155.7,143.15
3855,Steel Cast,647.95,667.2
3856,Steel City Secs,80.0,99.5
3857,Steel Exchange India,14.95,13.35
3858,Steel Strips Infra,36.61,36.21
3859,Steel Strips Wheels,255.05,217.0
3860,Steelco Gujarat,0.0,0.0
3861,STEL Holdings,350.75,345.1
3862,Stellant Securities,14.4,15.87
3863,Step Two Corporation,41.01,43.42
3864,Stephanotis Finance,41.0,42.85
3865,Sterling,598.95,820.65
3866,Sterling Greenwoods,36.79,31.65
3867,Sterling Guaranty,19.68,22.3
3868,Sterling Powergensys,16.19,17.46
3869,Sterling Tools,369.2,364.15
3870,Sterlite Tech,140.1,128.5
3871,STI India,2.85,2.85
3872,STL Global,17.45,15.5
3873,Stove Kraft,491.75,496.35
3874,Stovec Industries,2622.95,4295.0
3875,Stratmont Industries,76.19,45.06
3876,Strides Pharma,800.05,871.4
3877,Sturdy Industries,0.5,0.53
3878,Stylam Industries,1589.5,1603.05
3879,Styrenix Performance,1445.85,1796.6
3880,Subex,36.3,29.3
3881,Subhash Silk Mills,29.98,24.2
3882,Subros,600.9,620.7
3883,Sudal Industries,59.62,40.11
3884,Sudarshan Chemical,592.4,772.1
3885,Suditi Industries,0.0,0.0
3886,Sugal & Damani,30.3,26.46
3887,Sujala Trading,33.4,35.3
3888,Sujana Universal,0.3,0.3
3889,Sukhjit Starch,475.3,473.95
3890,Sula Vineyards,557.0,507.85
3891,Sulabh Engineers,5.68,5.04
3892,Sumedha Fiscal,52.86,57.5
3893,Sumeet Industries,3.7,2.6
3894,Sumeru Industries,2.5,2.1
3895,Sumit Woods,64.0,73.75
3896,Sumitomo Chemical,376.4,405.75
3897,Summit Securities,1365.6,1513.85
3898,Sumuka Agro Inds,191.8,166.5
3899,Sun Pharma Adv Res,381.25,219.2
3900,Sun Pharmaceutical,1550.55,1531.9
3901,Sun Source,2.56,2.56
3902,Sun TV Network,628.15,674.65
3903,Suncare Traders,1.26,1.07
3904,Suncity Synthetics,9.4,20.91
3905,Sundaram Brake Lin,700.0,781.55
3906,Sundaram Fin Hold,216.85,249.15
3907,Sundaram Finance,4075.15,4717.0
3908,Sundaram Multi Pap,3.1,3.0
3909,Sundaram-Clayton,1483.0,1585.35
3910,Sundram Fasteners,1093.3,1189.1
3911,Sunflag Iron,209.25,209.5
3912,Sungold Capital,2.95,2.68
3913,Sunil Agro Foods,159.0,155.0
3914,Sunil Healthcare,73.97,85.01
3915,Sunraj Diamond,9.0,7.15
3916,Sunrise Indl,7.15,7.15
3917,Sunshield Chemicals,870.55,875.0
3918,Sunshine Capital,278.6,3.83
3919,Sunshine Capital,278.6,3.83
3920,Sunteck Realty,475.75,452.6
3921,Super Bakers,30.0,32.0
3922,Super Crop Safe,18.84,12.9
3923,Super house,223.75,214.95
3924,Super Sales India,0.0,0.0
3925,Super Spinning Mills,8.7,7.25
3926,Super Tannery,10.56,10.87
3927,Superior Finlease,1.9,1.2
3928,Superior Inds Entr,58.66,49.28
3929,Supertex Industries,14.84,11.0
3930,Supra Pacific Manage,26.53,30.76
3931,Supra Trends,38.94,40.88
3932,Suprajit Engineering,429.5,413.1
3933,Supreme Engineering,1.2,1.25
3934,Supreme Holdings,57.24,62.5
3935,Supreme Industries,4120.85,5595.85
3936,Supreme Infra,77.9,102.65
3937,Supreme Petrochem,718.3,694.9
3938,Supreme Petrochem,718.3,694.9
3939,Supreme Petrochem,718.3,694.9
3940,Supreme Petrochem,718.3,694.9
3941,Supriya Lifescience,351.25,381.7
3942,Suraj,224.5,258.0
3943,Suraj Estate Develop,340.1,390.3
3944,Suraj Industries,98.59,85.84
3945,Surana Solar,30.45,38.8
3946,Surana Telecom,18.0,17.05
3947,Surat Trade&Min.,12.23,9.56
3948,Suratwwala Group,822.95,123.15
3949,Surbhi Industries,2.74,4.42
3950,Surya India,18.25,18.25
3951,Surya Lakshmi Mills,76.55,71.2
3952,Surya Roshni,606.0,583.15
3953,Surya Roshni,606.0,583.15
3954,Surya Roshni,606.0,583.15
3955,Surya Roshni,606.0,583.15
3956,Suryaamba Mills,168.0,160.0
3957,Suryalata Mills,409.6,409.9
3958,Suryavanshi Mills,0.0,0.0
3959,Suryo Foods,19.47,13.65
3960,Suryoday Small Fin,190.05,198.65
3961,Sutlej Textiles,66.1,56.1
3962,Suumaya Industries,8.1,8.15
3963,Suven Life Science,111.35,100.5
3964,Suven Pharma,720.4,645.7
3965,Suvidhaa Infoserve,6.5,5.8
3966,Suyog Telematics,1190.25,1119.0
3967,Suzlon Energy,43.95,42.5
3968,SV Global Mill,114.0,96.4
3969,SV Trading,7.35,7.35
3970,Svam Software,3.29,2.86
3971,Svaraj Trading,14.93,11.72
3972,Svarnim Trade Udyog,26.01,19.77
3973,SVC Industries,0.0,0.0
3974,SVP Global,8.65,6.7
3975,SW Invstmnts,66.74,56.59
3976,SW Pinnacle,129.25,112.55
3977,Swadeshi Industries,2.0,2.2
3978,Swadeshi Polytex,127.05,337.55
3979,Swagruha Infra,5.13,
3980,Swagtam Trading,84.84,79.12
3981,Swan Energy,730.85,599.9
3982,Swaraj Engines,2572.45,2511.0
3983,Swarna Securities,75.82,57.2
3984,Swarnsarita,36.2,29.26
3985,Swasti Vinayaka Art,5.17,4.18
3986,Swasti Vinayaka Syn,8.14,7.29
3987,Swastik Safe Deposit,11.73,11.73
3988,Swastika Investmart,523.35,719.25
3989,Swati Projects,31.38,128.69
3990,Swelect Energy,1235.35,1323.1
3991,Swiss Military Goods,0.0,0.0
3992,Switching Tech,67.62,89.5
3993,Swojas Energy Foods,9.21,13.56
3994,Sword Edge,0.36,0.31
3995,Sybly Industries,8.19,5.95
3996,Sylph Technologies,4.72,2.42
3997,Sylph Technologies,4.72,2.42
3998,Sylph Technologies,4.72,2.42
3999,Sylph Technologies,4.72,2.42
4000,Symbiox Investment,3.05,2.77
4001,Symphony,916.3,995.65
4002,Syncom Formulations,14.15,13.6
4003,Syncom Healthcare,4.2,4.2
4004,Synergy Green Inds,339.8,359.4
4005,Syngene Intl,710.45,690.65
4006,Synthiko Foils,83.0,73.0
4007,Syrma SGS Technology,542.25,412.6
4008,Syschem (India),57.17,55.65
4009,Systematix Corp,896.9,920.0
4010,Systematix Secs,5.56,7.28
4011,T & I Global,263.95,290.0
4012,T Spiritual World,1.72,2.35
4013,TAAL Enterprises,2983.55,2719.0
4014,Taaza International,6.73,6.16
4015,Tahmar Enterprises,2.69,9.76
4016,Tahmar Enterprises,2.69,9.76
4017,Tahmar Enterprises,2.69,9.76
4018,Tahmar Enterprises,2.69,9.76
4019,Tai Industries,43.04,46.44
4020,Tainwala Chemicals,139.85,169.65
4021,Taj GVK Hotels,364.0,373.0
4022,Take Solutions,28.5,21.95
4023,Talbros Automotive,286.2,309.65
4024,Talbros Automotive,286.2,309.65
4025,Talbros Automotive,286.2,309.65
4026,Talbros Automotive,286.2,309.65
4027,Talbros Engineering,650.95,619.0
4028,Talwalkars Better,1.45,1.45
4029,Talwalkars Health.,1.05,1.05
4030,Tamboli Industries,162.1,143.1
4031,Tamilnad Mercantile,487.55,468.5
4032,Taneja Aerospace,0.0,0.0
4033,Tanfac Industries,0.0,0.0
4034,Tanla Platforms,979.9,897.8
4035,Tantia Constructions,17.95,17.95
4036,Tantia Constructions,17.95,46.05
4037,Tantia Constructions,44.5,17.95
4038,Tantia Constructions,44.5,46.05
4039,Taparia Tools,3.37,4.27
4040,Tarai Foods,12.23,9.23
4041,Tarapur Transformers,6.15,13.8
4042,TARC,160.85,159.4
4043,Tarmat,128.15,81.25
4044,Tarsons Products,464.65,442.15
4045,Tashi India,116.5,116.5
4046,Tasty Bite Eatables,13440.1,10703.0
4047,Tasty Dairy Spl,14.73,11.1
4048,Tata Chemicals,973.05,1079.55
4049,Tata Coffee,344.8,344.8
4050,Tata Communications,1914.45,1807.6
4051,Tata Consumer,1207.25,1095.2
4052,Tata Elxsi,7792.65,7314.95
4053,Tata Investment Corp,8027.05,6593.6
4054,Tata Metaliks,1110.55,1110.55
4055,Tata Motors,988.35,953.95
4056,Tata Motors - DVR,658.25,641.55
4057,Tata Power,379.15,441.45
4058,Tata Steel,155.25,167.9
4059,Tata Steel BSL,85.35,85.35
4060,Tata Steel Long,829.95,829.95
4061,Tata Technologies,1094.45,1051.65
4062,Tata Tele (Maha),87.85,77.7
4063,Tatia Global Venn,6.39,4.09
4064,Tatva Chintan,1225.2,1117.1
4065,Tavernier Resources,26.58,30.75
4066,Tayo Rolls,0.0,0.0
4067,TBZ,122.55,114.0
4068,TCC Concept,508.65,529.5
4069,TCFC Finance,65.19,63.9
4070,TCI,828.1,919.8
4071,TCI Developers,389.0,389.0
4072,TCI Express,1134.95,1077.9
4073,TCI Finance,5.85,6.65
4074,TCI Industries,1335.0,1500.0
4075,TCM,59.4,58.45
4076,TCNS Clothing Co,389.4,459.85
4077,TCPL Packaging,2215.1,2127.85
4078,TCS,4107.1,3851.45
4079,TD Power Systems,295.4,328.2
4080,TeamLease Services,2971.75,3384.55
4081,Tech Mahindra,1272.5,1305.65
4082,TechIndia Nirman,31.2,33.1
4083,Techno Electric,746.8,1117.95
4084,Technocraft Inds,1895.65,2367.5
4085,Technofab Eng.,6.15,6.15
4086,TechNVision,1129.4,2180.15
4087,Teesta Agro,95.0,99.7
4088,Tega Industries,1147.6,1551.9
4089,Tejas Networks,753.15,1203.15
4090,Tejassvi Aaharam,79.48,60.01
4091,Tejnaksh Healthcare,28.57,25.7
4092,Tejnaksh Healthcare,28.57,25.7
4093,Tejnaksh Healthcare,28.57,25.7
4094,Tejnaksh Healthcare,28.57,25.7
4095,TeleCanor Global,6.46,5.0
4096,Tembo Global Inds,288.45,239.9
4097,Tera Software,59.2,51.35
4098,Terai Tea Co,97.54,91.2
4099,Terrascope Ventures,2.47,2.47
4100,Texel Industries,51.02,40.4
4101,TEXELINPP,26.65,26.65
4102,Texmaco Infra,112.7,107.55
4103,Texmaco Rail,190.8,194.5
4104,Texmo Pipes,95.3,83.95
4105,TFCI,239.0,161.6
4106,TGB Banquets,17.3,17.0
4107,TGV SRAAC,0.0,0.0
4108,Thacker & Co,732.0,740.85
4109,Thakkers Developer,188.75,189.25
4110,Thanga Mayil Jewel,1355.3,1252.75
4111,The Federal Bank,153.4,163.85
4112,The Indian Link,187.6,206.75
4113,The Indian Link,187.6,206.75
4114,The Indian Link,187.6,206.75
4115,The Indian Link,187.6,206.75
4116,The Western Indian,184.55,174.0
4117,Thejo Engg,2727.3,2809.4
4118,Themis Medicare,257.6,210.6
4119,Themis Medicare,257.6,210.6
4120,Themis Medicare,257.6,210.6
4121,Themis Medicare,257.6,210.6
4122,Thermax,3666.6,4983.55
4123,Thinkink Picturez,77.28,36.53
4124,Thirani Projects,3.83,3.55
4125,Thirdwave Financial,42.56,116.15
4126,Thirumalai Chemicals,256.4,262.2
4127,Thomas Cook India,163.0,211.0
4128,Thomas Scott India,348.9,234.55
4129,Thyrocare Tech,680.5,643.7
4130,Tiaan Consumer,2.98,2.96
4131,Tide Water Oil,1663.9,1936.2
4132,Tierra Agrotech,67.83,53.18
4133,Tiger Logistics,690.4,43.6
4134,Tiger Logistics,690.4,43.6
4135,Tijaria Polypipes,12.1,26.35
4136,TIL,566.05,216.6
4137,Tilak Venture-x,3.0,3.0
4138,Tilak Ventures,7.25,5.4
4139,Tilaknagar Inds,215.85,242.7
4140,Time Technoplast,222.35,286.45
4141,Times Green Ener,82.0,77.1
4142,Times Guaranty,108.85,105.2
4143,Timex Group,0.0,0.0
4144,Timken India,2750.8,4157.25
4145,Tine Agro,370.0,35.3
4146,Tine Agro,370.0,35.3
4147,Tine Agro,370.0,35.3
4148,Tine Agro,370.0,35.3
4149,Tinna Rubber,744.85,992.0
4150,Tinna Trade,79.29,212.1
4151,Tinplate Company,430.5,430.5
4152,Tips Films,719.25,568.2
4153,Tips Industries,502.3,441.55
4154,Tips Industries,502.3,441.55
4155,Tips Industries,502.3,441.55
4156,Tips Industries,502.3,441.55
4157,Tirth Plastic,51.4,33.22
4158,Tirupati Foam,75.0,77.0
4159,Tirupati Forge,18.65,17.55
4160,Tirupati Sarjan,15.8,16.21
4161,Tirupati Starch,161.15,174.0
4162,Tirupati Tyres,85.97,47.87
4163,Titagarh Railsystems,945.1,1275.1
4164,Titan,3764.1,3362.55
4165,Titan Biotech,562.45,499.85
4166,Titan Intech,105.95,69.6
4167,Titan Securities,33.14,37.0
4168,TMSML,20.61,20.61
4169,TMT,0.0,0.0
4170,TN Newsprint,274.9,270.9
4171,TN Petro Products,94.45,87.05
4172,TN Telecommunication,12.8,10.0
4173,Tokyo Finance,19.29,23.07
4174,Tokyo Plast Intl,110.65,106.9
4175,Torrent Pharma,2691.5,2707.0
4176,Torrent Power,1149.15,1384.1
4177,Total Transport,115.65,102.15
4178,Touchwood Enter,152.95,158.0
4179,Towa Sokki,173.75,162.25
4180,Toyam Sports,6.14,3.83
4181,TPI India,0.0,0.0
4182,TPL Plastech,67.55,89.65
4183,Tracxn Technologies,98.4,94.45
4184,Trade-Wings,48.0,48.0
4185,Tradewell Hldg,42.65,42.65
4186,Trans Asia Corp.,3.2,3.2
4187,Trans Freight,0.0,0.0
4188,Trans Ind Hous Impex,39.1,33.5
4189,Transchem,0.0,0.0
4190,Transcorp Intl,41.69,37.36
4191,Transformers India,345.0,620.1
4192,Transgene Biotek,10.74,6.67
4193,Transglobe Foods,124.8,161.9
4194,Transindia Real Est,56.4,46.5
4195,Transpact Entr,414.9,361.0
4196,Transpek Industry,0.0,0.0
4197,Transwarranty Fin,11.35,19.1
4198,Tranway Technologies,8.0,6.61
4199,TRC Financial,25.63,28.25
4200,Tree House Education,28.3,21.05
4201,Trejhara Solutions,167.25,191.05
4202,Trekkingtoes.com,29.2,29.2
4203,Trent,3909.6,4643.0
